Noprestamo,Pais,Fechasistema,Producto,Empdeudor1,Empnombdeudor1,Formapgodeudor1,Descripformapgode1,Empdeudor2,Empnombdeudor2,Formapagdeudor2,FechaDesem,Fechacancelacion,Saldoprestamo,Tasaintorig,Tasaintact,Tipocartera,Diasmora,Anomes,Mtomescorr,Mto30dias,Mto60dias,Mto90dias,Mto120dias,Mto150dias,Mto180dias,Mto210dias,Mto240dias,Mto270dias,Mto300dias,Mto330dias,Mto360dias,Mtomas360dias,Saldoprogram,Tipoprestamo,Mtototalmora,Diasmorareal,Contagiadosn,Porcendeudamientotal,DelinquencySinAlivio,Monto CXC,Identificacion,aniomesfsubida,aniomesfdesem,fechasubidamesanterior
01-A-0632,SAL,202012,HIPOTECA,102,AFP CONFIA S.A.,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,VOL,2005-09-29,2013-01-30,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0633,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,383,DIRECCION GENERAL DE MIGRACION Y EXTRANJERIA,N/A,2005-08-11,NULL,26763.71,7.75,8.68,Cartera Administrada,NULL,202012,282.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,282.66,NULL,NO,NULL,61-90 DAYS,2526.22,NULL,202012,20058,2020-11-01
01-A-0634,SAL,202012,HIPOTECA,396,MINISTERIO DE RELACIONES EXTERIORES,DD,Descuento Directo,NULL,NULL,NULL,2005-08-16,2006-08-23,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0635,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-10-31,NULL,19580.20,7.75,8.90,Cartera Administrada,NULL,202012,99.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,99.99,NULL,NO,NULL,61-90 DAYS,799.92,NULL,202012,200510,2020-11-01
01-A-0636,SAL,202012,HIPOTECA,428,"""PRODUCTOS ALIMENTICIOS DIANA, S. A.""",DD,Descuento Directo,NULL,NULL,NULL,2005-08-17,2007-08-21,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0638,SAL,202012,HIPOTECA,6079,PAGADURIA AUXILIAR DEPARTAMENTAL DE EDUCACION DE S,DD,Descuento Directo,NULL,NULL,NULL,2005-08-20,NULL,17519.25,7.75,9.25,Cartera Administrada,NULL,202012,22.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,22.14,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0639,SAL,202012,HIPOTECA,209,MINISTERIO DE HACIENDA,DD,Descuento Directo,NULL,NULL,NULL,2005-08-11,NULL,25394.33,7.75,9.53,Cartera Administrada,NULL,202012,59.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,59.51,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0640,SAL,202012,HIPOTECA,22,AFP CRECER,DD,Descuento Directo,NULL,NULL,NULL,2005-08-13,2007-02-20,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0641,SAL,202012,HIPOTECA,15,PENSIONADO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-16,NULL,13777.07,7.75,9.11,Cartera Administrada,NULL,202012,6.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,6.86,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0642,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,VOL,2005-09-02,2011-10-31,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0643,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-19,2014-08-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0644,SAL,202012,HIPOTECA,890,HOSPITAL NACIONAL PSIQUIATRICO DR. JOSE MOLINA MAR,DD,Descuento Directo,400,"""SERVICIOS DE ALIMENTOS, S.A. DE C.V.""",DD,2005-08-19,NULL,16644.47,7.75,9.92,Cartera Administrada,NULL,202012,41.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,41.19,NULL,NO,NULL,CURRENT,0.00,NULL,202012,20058,2020-11-01
01-A-0645,SAL,202012,HIPOTECA,53,CORTE SUPREMA DE JUSTICIA,ACH,Transferencia ACH,NULL,NULL,NULL,2005-09-02,2008-10-02,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0646,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-23,NULL,1494.72,7.75,9.75,Cartera Administrada,NULL,202012,1.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,1.19,NULL,NO,NULL,61-90 DAYS,522.54,NULL,202012,20058,2020-11-01
01-A-0647,SAL,202012,HIPOTECA,533,"""S.I.S.E., SA DE CV""",VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-17,2008-10-28,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0648,SAL,202012,HIPOTECA,27,"""ETESAL, S.A. DE C.V.""",DD,Descuento Directo,NULL,NULL,NULL,2005-08-25,2012-12-08,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0650,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,ACH,Transferencia ACH,NULL,NULL,NULL,2005-08-19,2017-09-22,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0651,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2005-08-23,2012-08-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0652,SAL,202012,HIPOTECA,935,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE SAN SAL,DD,Descuento Directo,3,AMA DE CASA,VOL,2005-08-19,NULL,14154.68,7.75,9.75,Cartera Administrada,15,202012,86.73,172.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,259.58,NULL,NO,NULL,1-30 DAYS,36.54,NULL,202012,20058,2020-11-01
01-A-0653,SAL,202012,HIPOTECA,542,AGENCIA PINA,ACH,Transferencia ACH,6697,PROFESIONAL INDEPENDIENTE,N/A,2005-08-19,2017-01-20,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0654,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,ACH,Transferencia ACH,NULL,NULL,NULL,2005-08-25,2008-09-10,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0655,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,744,FUERA DEL PAIS,VOL,2005-08-24,NULL,15121.52,7.75,9.17,Cartera en Libros,30,202012,183.29,184.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.48,HIP,368.22,NULL,NO,NULL,121-150 DAYS,890.00,NULL,202012,20058,2020-11-01
01-A-0656,SAL,202012,HIPOTECA,492,MINISTERIO DE EDUCACION - DEPARTAMENTAL CUSCATLAN,DD,Descuento Directo,545,DOCUSAL S.A. DE C.V.,N/A,2005-09-30,2008-09-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0657,SAL,202012,HIPOTECA,1097,FONDO SOCIAL PARA LA VIVIENDA,ACH,Transferencia ACH,3,AMA DE CASA,N/A,2005-08-29,2011-09-23,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0659,SAL,202012,HIPOTECA,546,ABBOTT SA DE CV,DD,Descuento Directo,547,COLEGIO SANTA MARIA,N/A,2005-08-19,2013-11-15,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0660,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-25,2009-06-22,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0661,SAL,202012,HIPOTECA,550,ACACESPSA DE R.L.,DD,Descuento Directo,NULL,NULL,NULL,2005-08-26,2008-02-15,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0662,SAL,202012,HIPOTECA,15,PENSIONADO,VOL,Pago Voluntario,20,ESTUDIANTE,N/A,2005-08-31,NULL,18351.33,7.75,9.79,Cartera Administrada,NULL,202012,14.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,14.73,NULL,NO,NULL,1-30 DAYS,280.29,NULL,202012,20058,2020-11-01
01-A-0663,SAL,202012,HIPOTECA,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,N/A,2005-08-26,2017-04-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0664,SAL,202012,HIPOTECA,552,REMESAS,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2005-08-30,2006-06-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0665,SAL,202012,HIPOTECA,553,ACACI DE R.L.,DD,Descuento Directo,NULL,NULL,NULL,2005-08-27,NULL,13430.85,7.75,9.20,Cartera Administrada,NULL,202012,3.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,3.38,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0666,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,744,FUERA DEL PAIS,VOL,2005-08-26,NULL,37729.71,7.25,8.68,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,31-60 DAYS,1341.33,NULL,202012,20058,2020-11-01
01-A-0668,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,2005-08-31,2008-01-11,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0669,SAL,202012,HIPOTECA,558,CRUZ ROJA SALVADOREÑA,DD,Descuento Directo,NULL,NULL,NULL,2005-08-30,2006-07-28,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0670,SAL,202012,HIPOTECA,102,AFP CONFIA S.A.,ACH,Transferencia ACH,5965,CLIENTE FALLECIDO,N/A,2005-08-26,NULL,7242.19,7.75,9.69,Cartera Administrada,NULL,202012,46.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,46.02,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0671,SAL,202012,HIPOTECA,209,MINISTERIO DE HACIENDA,DD,Descuento Directo,209,MINISTERIO DE HACIENDA,DD,2005-08-25,NULL,19212.93,7.75,9.50,Cartera Administrada,NULL,202012,44.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,44.88,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0673,SAL,202012,HIPOTECA,48,MIN. DE LA DEFENSA NACIONAL - CODEM,VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-31,NULL,21482.27,7.75,9.50,Cartera Administrada,NULL,202012,50.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,50.18,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20058,2020-11-01
01-A-0674,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,Descuento Directo,NULL,NULL,NULL,2005-09-02,NULL,3746.88,7.75,10.50,Cartera Administrada,NULL,202012,7.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,7.52,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20059,2020-11-01
01-A-0675,SAL,202012,HIPOTECA,428,"""PRODUCTOS ALIMENTICIOS DIANA, S. A.""",DD,Descuento Directo,NULL,NULL,NULL,2005-09-08,2006-12-20,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0676,SAL,202012,HIPOTECA,6079,PAGADURIA AUXILIAR DEPARTAMENTAL DE EDUCACION DE S,DD,Descuento Directo,NULL,NULL,NULL,2005-09-24,2018-10-16,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0677,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-14,NULL,11242.77,7.75,9.59,Cartera Administrada,NULL,202012,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.95,NULL,NO,NULL,91-120 DAYS,647.78,NULL,202012,20059,2020-11-01
01-A-0678,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-08-31,2006-10-28,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
01-A-0679,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,ACH,Transferencia ACH,NULL,NULL,NULL,2005-09-02,2012-04-27,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0680,SAL,202012,HIPOTECA,566,UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS,DD,Descuento Directo,NULL,NULL,NULL,2005-09-07,2015-05-07,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0682,SAL,202012,HIPOTECA,7902,COMPRADOR DE DERECHO,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2005-09-14,NULL,9918.58,7.75,9.75,Cartera en Libros,84,202012,98.22,123.04,123.04,123.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.74,HIP,467.34,NULL,NO,NULL,181-210 DAYS,692.72,NULL,202012,20059,2020-11-01
01-A-0683,SAL,202012,HIPOTECA,569,ALCALDIA MUNICIPAL DE MEJICANOS,VOL,Pago Voluntario,569,ALCALDIA MUNICIPAL DE MEJICANOS,VOL,2005-11-09,2013-08-31,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200511,2020-11-01
01-A-0684,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,NULL,NULL,NULL,2005-09-08,2015-06-29,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0685,SAL,202012,HIPOTECA,5568,PRODUCTOS TECNOLOGICOS SA DE CV,VOL,Pago Voluntario,568,CAPELLI,N/A,2005-09-02,2019-10-31,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0686,SAL,202012,HIPOTECA,22,AFP CRECER,DD,Descuento Directo,563,DIST. DE PRODUCTOS QUIMICOS INDUSTRIALES SA DE CV,DD,2005-09-27,2014-07-07,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0687,SAL,202012,HIPOTECA,565,REPRESENTACIONES MEDICAS SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2005-09-08,2007-08-27,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0688,SAL,202012,HIPOTECA,6887,RAPEL SA DE CV,DD,Descuento Directo,3,AMA DE CASA,VOL,2005-09-09,2011-02-25,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0689,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-02,2010-07-15,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0690,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-07,2015-02-04,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0691,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,744,FUERA DEL PAIS,VOL,2005-10-31,2018-10-03,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0692,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2005-10-17,2011-03-30,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0693,SAL,202012,HIPOTECA,179,TELEFONICA MOVILES EL SALVADOR S.A. DE C.V.,ACH,Transferencia ACH,NULL,NULL,NULL,2005-10-31,2006-03-30,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200510,2020-11-01
01-A-0694,SAL,202012,HIPOTECA,5734,FONDO SOLIDARIO PARA LA SALUD,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-12,NULL,22776.66,7.75,8.78,Cartera Administrada,NULL,202012,163.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,163.91,NULL,NO,NULL,CURRENT,0.00,NULL,202012,20059,2020-11-01
01-A-0696,SAL,202012,HIPOTECA,205,CENTRO NACIONAL DE REGISTROS,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2005-09-08,2008-05-07,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20059,2020-11-01
01-A-0698,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,ACH,Transferencia ACH,NULL,NULL,NULL,2005-11-09,2014-11-21,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200511,2020-11-01
01-A-0699,SAL,202012,HIPOTECA,364,MANPOWER EL SALVADOR S.A. DE C.V.,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-19,2020-09-08,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,0.00,NULL,202012,20059,2020-11-01
01-A-0700,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-09-22,NULL,45053.44,7.75,8.37,Cartera Administrada,55,202012,414.36,499.32,499.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64.29,HIP,1413.00,NULL,NO,NULL,121-150 DAYS,1447.28,NULL,202012,20059,2020-11-01
01-A-0701,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2005-11-15,2009-05-07,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200511,2020-11-01
